query_dish_id,query_dish_name,query_category,query_ingredients,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients,score_qwen2_5_7b,score_llama3_1_8b,score_gemma2_9b,score_mistral_7b,score_mean,n_models
dish4594,Ếch xào lá cách nước cốt dừa,mon xao,"Ếch, Lá cách, Nước cốt dừa, Hành tím băm, Tỏi băm",dish4978,Vịt xào húng quế,mon xao,"Thịt vịt, Húng quế, Gừng, Hành tím băm, Tỏi băm",1,1,1,1,1.0,4
dish4594,Ếch xào lá cách nước cốt dừa,mon xao,"Ếch, Lá cách, Nước cốt dừa, Hành tím băm, Tỏi băm",dish5399,Lươn xào lá lốt,mon xao,"Lươn, Lá lốt, Hành tím băm, Hành tỏi băm, Rượu trắng",1,1,1,1,1.0,4
dish4594,Ếch xào lá cách nước cốt dừa,mon xao,"Ếch, Lá cách, Nước cốt dừa, Hành tím băm, Tỏi băm",dish5541,Bún gạo xào keieur Singapore,mon xao,"Bún gạo, Tôm tươi, Lạp xưởng, Trứng gà, Cà rốt",0,1,1,0,0.5,4
dish4594,Ếch xào lá cách nước cốt dừa,mon xao,"Ếch, Lá cách, Nước cốt dừa, Hành tím băm, Tỏi băm",dish5312,Trứng non xào mướp,mon xao,"Mướp, Trứng gà non, Tỏi băm, Hành băm, Hành lá",1,1,1,1,1.0,4
dish4594,Ếch xào lá cách nước cốt dừa,mon xao,"Ếch, Lá cách, Nước cốt dừa, Hành tím băm, Tỏi băm",dish5551,Thịt trâu xào khế,mon xao,"Thịt trâu, Khế chua, Tỏi, Gừng, Dầu hào",0,1,1,1,0.75,4
dish4594,Ếch xào lá cách nước cốt dừa,mon xao,"Ếch, Lá cách, Nước cốt dừa, Hành tím băm, Tỏi băm",dish5150,Cần tây xào thịt heo (công thức được chia sẻ từ người dùng),mon xao,"Thịt heo, Cần tây, Hành tây, Tỏi băm, Hành tím băm",0,1,1,1,0.75,4
dish4594,Ếch xào lá cách nước cốt dừa,mon xao,"Ếch, Lá cách, Nước cốt dừa, Hành tím băm, Tỏi băm",dish4875,Gà xào hành tây,mon xao,"Thịt gà, Hành tây, Sả, Tỏi băm, Hành tím băm",1,1,1,1,1.0,4
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9399,Dưa món không phơi nắng,ngay le tet,"Củ cải trắng, Cà rốt, Su hào, Hành, Tỏi",0,1,1,0,0.5,4
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9463,Mứt đu đủ xanh,ngay le tet,"Đu đủ xanh, Thơm, Lá dứa, Đường, Muối",0,1,1,1,0.75,4
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9407,Bánh xu xê truyền thống,ngay le tet,"Bột năng, Đậu xanh, Dừa nạo, Dừa sợi, Dầu dừa",0,1,1,0,0.5,4
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9521,Mứt tắc xắt sợi,ngay le tet,"Tắc, Muối, Đường phèn, Mật ong",0,1,1,1,0.75,4
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9517,Chuối nướng mật ong,ngay le tet,"Chuối tiêu, Chanh, Mật ong",1,1,1,1,1.0,4
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9405,Bạch tuộc trộn khế sốt Thái,ngay le tet,"Bạch tuộc, Khế, Chuối chát, Ớt sừng, Gừng",0,1,1,1,0.75,4
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9422,Dưa góp dưa chuột,ngay le tet,"Dưa leo, Thơm, Chanh, Tỏi, Ớt",0,1,1,0,0.5,4
dish9552,Rượu trái cây,ngay le tet,"Quýt, Cam sành, Chanh, Thơm, Chuối",dish9437,Mứt gừng dẻo,ngay le tet,"Gừng, Chanh, Thơm, Đu đủ xanh, Đường",0,1,1,1,0.75,4
dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",dish1694,Bánh khoai lang tím hấp,mon banh,"Khoai lang tím, Thịt ức gà, Nấm hương khô, Mộc nhĩ, Bột mì",0,1,1,1,0.75,4
dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",dish1105,Bánh mì nem khoai,mon banh,"Bánh mì, Nem chua, Khoai tây, Bột chiên xù, Trứng gà",1,1,1,1,1.0,4
dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",dish1030,Bánh khoai tây nhân thịt,mon banh,"Khoai tây, Thịt heo xay, Phô mai, Bột năng, Hành tím",2,2,2,1,1.75,4
dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",dish2740,Mì cọng chiên,mon banh,"Bột mì đa dụng, Khoai tây, Hành lá, Đường, Hạt nêm",0,1,1,1,0.75,4
dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",dish0848,Bánh trung thu cốm dừa,mon banh,"Bột mì đa dụng, Cốm khô, Dừa tươi bào sợi, Nước đường làm bánh nướng, Đường",0,1,1,1,0.75,4
dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",dish0876,Bánh flan gato sinh nhật,mon banh,"Sữa tươi không đường, Đường trắng, Trứng, Bột mì đa dụng, Bột cacao",0,1,1,0,0.5,4
dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",dish1072,Bánh flan sữa tươi nướng,mon banh,"Sữa tươi không đường, Trứng gà, Bột vani, Đường, Nước",0,1,1,1,0.75,4
dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",dish0918,Bánh tráng dừa,mon banh,"Bột gạo, Bột năng, Dừa vụn sấy khô, Mè, Nước cốt dừa",0,1,1,1,0.75,4
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish10026,Trà táo thảo mộc,thuc uong,"Táo, Hồng trà, Hoa hồi, Thanh quế",0,1,1,0,0.5,4
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish9599,Sinh tố cam cà rốt,thuc uong,"Cà rốt, Cam, Mật ong, Sữa đặc, Đá viên",1,1,1,1,1.0,4
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish9660,Dứa ngâm đường phèn,thuc uong,"Dứa, Đường phèn, Muối",1,2,2,1,1.5,4
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish10015,Kem cheese từ phô mai con bò cười,thuc uong,"Phô mai con bò cười, Kem tươi dạng đặc, Sữa đặc, Sữa tươi không đường, Muối tinh",0,1,1,0,0.5,4
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish9634,Trà đào Phúc Long,thuc uong,"Trà đen dạng lá nhuyễn, Nước sôi, Đá bi, Đường, Tắc",0,1,1,0,0.5,4
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish10031,Trà sữa ca cao,thuc uong,"Trà ca cao, Sữa tươi, Trân châu đen, Đường dừa, Nước",0,1,1,1,0.75,4
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish9773,Nước ép dứa,thuc uong,"Dứa, Đường",1,2,2,1,1.5,4
dish9658,Nước ép cam dứa,thuc uong,"Dứa, Cam, Nước đường, Muối hầm, Đá bi",dish9575,Nước ép nha đam và cam,thuc uong,"Nha đam, Cam, Đường, Muối",1,1,1,1,1.0,4
dish1475,Bánh mochi sữa đậu nành,mon banh,"Sữa đậu nành, Sữa đặc, Gelatin bột, Bột mì, Bột bắp",dish2230,Bánh mousse đào,mon banh,"Đào tiên, Đào, Nước uống vị đào, Tinh chất vani, Lòng đỏ trứng",0,1,1,1,0.75,4
dish1475,Bánh mochi sữa đậu nành,mon banh,"Sữa đậu nành, Sữa đặc, Gelatin bột, Bột mì, Bột bắp",dish1061,Bánh mì bò nướng campuchia,mon banh,"Thịt thăn bò, Đu đủ bào sợi, Cà rốt bào sợi, Lòng đỏ trứng gà, Tiêu sọ",0,1,0,0,0.25,4
dish1475,Bánh mochi sữa đậu nành,mon banh,"Sữa đậu nành, Sữa đặc, Gelatin bột, Bột mì, Bột bắp",dish2033,Bánh gạo injeolmi,mon banh,"Bột gạo nếp, Bột đậu nành, Đường, Muối, Nước",0,1,1,1,0.75,4
dish1475,Bánh mochi sữa đậu nành,mon banh,"Sữa đậu nành, Sữa đặc, Gelatin bột, Bột mì, Bột bắp",dish2095,Cheesecake kẹo đường dalgona,mon banh,"Đường, Kem sữa tươi, Kem phô mai, Chiết xuất vanilla, Nước cốt chanh",0,1,1,0,0.5,4
dish1475,Bánh mochi sữa đậu nành,mon banh,"Sữa đậu nành, Sữa đặc, Gelatin bột, Bột mì, Bột bắp",dish0931,Bánh tam giác mạch,mon banh,"Hạt tam giác mạch, Nước",0,1,1,0,0.5,4
dish1475,Bánh mochi sữa đậu nành,mon banh,"Sữa đậu nành, Sữa đặc, Gelatin bột, Bột mì, Bột bắp",dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",0,1,1,1,0.75,4
dish1475,Bánh mochi sữa đậu nành,mon banh,"Sữa đậu nành, Sữa đặc, Gelatin bột, Bột mì, Bột bắp",dish2338,Bánh mì cuộn len nhân phô mai trà xanh,mon banh,"Bột mì số 13, Sữa bột nguyên kem, Muối, Men nở instant, Đường",0,1,1,0,0.5,4
dish1475,Bánh mochi sữa đậu nành,mon banh,"Sữa đậu nành, Sữa đặc, Gelatin bột, Bột mì, Bột bắp",dish1057,Bánh màn thầu,mon banh,"Bột mì, Men nở, Bột nở, Đường trắng, Nước",0,1,1,1,0.75,4
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish5372,Lưỡi heo xào riềng xả,mon xao,"Lưỡi heo, Bột nghệ, Dầu ăn, Sả băm, Riềng xay",1,1,1,1,1.0,4
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish4989,Chân gà xào cay,mon xao,"Chân gà, Gừng, Tỏi băm, Ớt băm, Hành tây băm",1,1,1,1,1.0,4
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish5312,Trứng non xào mướp,mon xao,"Mướp, Trứng gà non, Tỏi băm, Hành băm, Hành lá",0,1,1,1,0.75,4
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish4638,Su su xào lòng gà,mon xao,"Lòng gà, Su su, Hành lá, Ngò rí, Tỏi",0,1,1,1,0.75,4
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish4437,Hà sốt cà chua,mon xao,"Hà tươi, Cà chua, Hành lá và rau mùi, Hành khô, Bột canh",0,1,1,1,0.75,4
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish4856,Ốc mỡ xào bơ tỏi,mon xao,"Ốc mỡ, Tỏi băm, Ớt, Rau răm, Đậu phộng rang",0,1,1,1,0.75,4
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish4852,Nấm đông cô xào sả ớt,mon xao,"Nấm đông cô tươi, Sả, Ớt sừng, Hành lá, Nước tương",1,1,1,1,1.0,4
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish4775,Rau lang xào thịt bò,mon xao,"Rau lang, Thịt bò, Tỏi, Dầu hào, Đường",1,1,1,1,1.0,4
dish6918,Cá thu chiên nước mắm tỏi ớt,mon chien,"Cá thu, Tỏi băm, Ớt, Nước mắm, Đường",dish7076,Cơm chiên bơ tỏi,mon chien,"Cơm nguội, Tỏi băm, Nước mắm, Cà rốt, Trứng gà",1,1,1,1,1.0,4
dish6918,Cá thu chiên nước mắm tỏi ớt,mon chien,"Cá thu, Tỏi băm, Ớt, Nước mắm, Đường",dish6486,Vịt chiên nước dừa,mon chien,"Vịt nguyên con, Tỏi, Hành tím, Nước dừa tươi, Ớt",0,1,1,1,0.75,4
dish6918,Cá thu chiên nước mắm tỏi ớt,mon chien,"Cá thu, Tỏi băm, Ớt, Nước mắm, Đường",dish6410,Càng cua rang muối ớt,mon chien,"Càng cua, Tỏi, Ớt, Muối, Đường",1,1,1,1,1.0,4
dish6918,Cá thu chiên nước mắm tỏi ớt,mon chien,"Cá thu, Tỏi băm, Ớt, Nước mắm, Đường",dish6344,Phi lê cá rô phi chiên giòn,mon chien,"Cá rô phi, Thì là, Gừng, Trứng gà, Bột chiên giòn",0,1,1,1,0.75,4
dish6918,Cá thu chiên nước mắm tỏi ớt,mon chien,"Cá thu, Tỏi băm, Ớt, Nước mắm, Đường",dish7090,Trứng ốp la chiên nước mắm,mon chien,"Trứng gà, Ớt, Hành lá, Hành tím, Tương ớt",1,1,1,1,1.0,4
dish6918,Cá thu chiên nước mắm tỏi ớt,mon chien,"Cá thu, Tỏi băm, Ớt, Nước mắm, Đường",dish6643,Mực trứng - mực sữa chiên nước mắm,mon chien,"Mực trứng, Hành tây, Hành lá, Ớt, Hành tím băm",1,1,1,1,1.0,4
dish6918,Cá thu chiên nước mắm tỏi ớt,mon chien,"Cá thu, Tỏi băm, Ớt, Nước mắm, Đường",dish6474,Chả thịt heo trứng muối,mon chien,"Thịt nạc dăm, Giò sống, Trứng vịt muối, Nấm mèo khô, Hành tím",0,1,1,0,0.5,4
dish6918,Cá thu chiên nước mắm tỏi ớt,mon chien,"Cá thu, Tỏi băm, Ớt, Nước mắm, Đường",dish6538,Cá thu áp chảo,mon chien,"Cá thu, Hành tím, Tỏi, Sả, Dưa leo",1,1,1,1,1.0,4
dish2565,Bánh bao chiên nước Đài Loan,mon banh,"Bột mì đa dụng, Men khô, Bột nở, Đường, Muối",dish1042,Bánh mì tròn Bagel nhân khoai tây phô mai,mon banh,"Bột bánh mì, Men khô, Muối, Đường, Nước ấm",0,1,1,1,0.75,4
dish2565,Bánh bao chiên nước Đài Loan,mon banh,"Bột mì đa dụng, Men khô, Bột nở, Đường, Muối",dish1144,Bánh Dorayaki (bánh rán Doremon),mon banh,"Bột mì đa dụng, Bột nở, Đậu đỏ, Trứng gà, Mật ong",1,1,1,1,1.0,4
dish2565,Bánh bao chiên nước Đài Loan,mon banh,"Bột mì đa dụng, Men khô, Bột nở, Đường, Muối",dish0919,Bánh xèo vịt,mon banh,"Bột bánh xèo, Bột chiên giòn, Nước cốt dừa, Bột nghệ, Hạt nêm",0,1,1,1,0.75,4
dish2565,Bánh bao chiên nước Đài Loan,mon banh,"Bột mì đa dụng, Men khô, Bột nở, Đường, Muối",dish1540,Bánh pancake bằng chảo chống dính,mon banh,"Bột mì đa dụng, Bột bắp, Trứng gà, Bột nở, Vani",1,1,1,1,1.0,4
dish2565,Bánh bao chiên nước Đài Loan,mon banh,"Bột mì đa dụng, Men khô, Bột nở, Đường, Muối",dish1216,Bánh nếp đường đen,mon banh,"Bột nếp, Đường trắng, Đường đen, Mè, Hạnh nhân",0,1,1,1,0.75,4
dish2565,Bánh bao chiên nước Đài Loan,mon banh,"Bột mì đa dụng, Men khô, Bột nở, Đường, Muối",dish1212,Bánh mì keto bằng nồi chiên không dầu,mon banh,"Bột dừa, Bột hạnh nhân, Trứng gà, Bơ lạt, Vani",0,1,1,0,0.5,4
dish2565,Bánh bao chiên nước Đài Loan,mon banh,"Bột mì đa dụng, Men khô, Bột nở, Đường, Muối",dish2747,Bánh naan Ấn Độ,mon banh,"Bột mì đa dụng, Sữa, Đường, Muối, Dầu ăn",0,1,1,1,0.75,4
dish2565,Bánh bao chiên nước Đài Loan,mon banh,"Bột mì đa dụng, Men khô, Bột nở, Đường, Muối",dish2547,Bánh bao nhân đậu đen,mon banh,"Đậu đen, Dầu ăn, Đường, Muối, Vani",1,1,2,1,1.25,4
dish0020,Gà ác hầm đậu đen,mon canh,"Gà ác, Đậu đen, Nấm hương",dish0317,Cách làm súp bào ngư vi cá,mon canh,"Bào ngư, Vi cá mập, Hải sâm, Nấm hương, Táo tàu",0,1,1,1,0.75,4
dish0020,Gà ác hầm đậu đen,mon canh,"Gà ác, Đậu đen, Nấm hương",dish0701,Canh đậu đỏ nấu sườn,mon canh,"Sườn non, Đậu đỏ, Đậu trắng, Đậu đen, Nấm rơm",1,1,1,1,1.0,4
dish0020,Gà ác hầm đậu đen,mon canh,"Gà ác, Đậu đen, Nấm hương",dish0008,Canh đậu xanh,mon canh,"Bí đỏ, Đậu xanh, Thịt băm, Hành tím, Muối",0,1,1,0,0.5,4
dish0020,Gà ác hầm đậu đen,mon canh,"Gà ác, Đậu đen, Nấm hương",dish0115,Canh khoai sọ hầm xương,mon canh,"Khoai sọ, Xương heo, Hành lá, Ngò om, Bột canh",0,1,1,0,0.5,4
dish0020,Gà ác hầm đậu đen,mon canh,"Gà ác, Đậu đen, Nấm hương",dish0062,Cá mè nấu mẻ,mon canh,"Cá mè ta, Muối hột, Đậu hủ, Nghệ, Cà chua",0,1,1,0,0.5,4
dish0020,Gà ác hầm đậu đen,mon canh,"Gà ác, Đậu đen, Nấm hương",dish0005,Nấu canh hàu cà chua,mon canh,"Hàu tươi, Cà chua, Dứa, Hành lá, Thì là",0,1,1,0,0.5,4
dish0020,Gà ác hầm đậu đen,mon canh,"Gà ác, Đậu đen, Nấm hương",dish0416,Đuôi bò hầm đậu đen,mon canh,"Đuôi bò, Đậu đen, Nước dừa tươi, Gừng, Đường",1,1,2,1,1.25,4
dish0020,Gà ác hầm đậu đen,mon canh,"Gà ác, Đậu đen, Nấm hương",dish0125,Súp sò điệp kem khoai tây,mon canh,"Cồi sò điệp, Thịt xông khói, Nước dùng gà, Kem tươi, Nước ngao",0,1,0,0,0.25,4
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa, Tỏi, Hành tím",1,1,1,1,1.0,4
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish6297,Thịt kho tiêu xanh,mon kho,"Thịt ba chỉ, Tiêu xanh, Hành tím, Ớt, Nước mắm",1,2,2,1,1.5,4
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5687,Cá diêu hồng kho dưa cải chua,mon kho,"Cá điêu hồng, Dưa cải chua, Hành tím, Tỏi, Hành lá",1,2,2,1,1.5,4
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5915,Cá ngừ kho dưa gang muối,mon kho,"Cá ngừ, Dưa gang muối, Hành tím, Tỏi, Ớt",1,1,1,1,1.0,4
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish6256,Cá nục kho me,mon kho,"Cá nục, Hành lá, Rau răm, Hành tím băm, Ớt",1,2,2,1,1.5,4
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5605,Cá trê om riềng mẻ,mon kho,"Cá trê, Riềng, Nghệ, Mẻ, Rau răm",1,1,1,1,1.0,4
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5842,Cật heo xào ớt chuông,mon kho,"Cật heo, Ớt chuông đỏ, Ớt chuông xanh, Hành tây, Hành lá",0,1,1,1,0.75,4
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish6046,Bao tử heo phá lấu,mon kho,"Bao tử heo, Quế, Nước dừa, Màu hạt điều, Gừng",0,1,1,1,0.75,4
dish9353,Ốc hấp sả,an vat,"Ốc bươu, Ốc đắng, Gừng, Sả, Ớt",dish8911,Kẹo lạc (kẹo đậu phộng),an vat,"Lạc, Đường, Nước cốt chanh, Lá chuối",0,0,0,0,0.0,4
dish9353,Ốc hấp sả,an vat,"Ốc bươu, Ốc đắng, Gừng, Sả, Ớt",dish8772,Tai heo ngâm sả tắc,an vat,"Tai heo, Sả, Ớt sừng, Ớt chỉ thiên, Tắc",1,1,1,1,1.0,4
dish9353,Ốc hấp sả,an vat,"Ốc bươu, Ốc đắng, Gừng, Sả, Ớt",dish8820,Chà bông cá ngừ đại dương,an vat,"Cá ngừ đại dương, Gừng, Sả, Tỏi, Bột ngọt",0,1,1,1,0.75,4
dish9353,Ốc hấp sả,an vat,"Ốc bươu, Ốc đắng, Gừng, Sả, Ớt",dish8986,Khô gà lá chanh,an vat,"Thịt ức gà, Tỏi, Hành tím, Sả, Gừng",0,1,1,1,0.75,4
dish9353,Ốc hấp sả,an vat,"Ốc bươu, Ốc đắng, Gừng, Sả, Ớt",dish8949,Kẹo gừng đinh hương ngậm ho,an vat,"Gừng, Mật ong, Nước cốt chanh, Bột đinh hương, Đường",0,1,1,1,0.75,4
dish9353,Ốc hấp sả,an vat,"Ốc bươu, Ốc đắng, Gừng, Sả, Ớt",dish8725,Bánh tráng cuốn trứng lòng đào,an vat,"Trứng cút, Hành tím, Cóc lớn, Khô bò sợi, Đậu phộng rang",0,1,0,0,0.25,4
dish9353,Ốc hấp sả,an vat,"Ốc bươu, Ốc đắng, Gừng, Sả, Ớt",dish8794,Súp chả cá Hàn Quốc,an vat,"Chả cá Hàn Quốc, Củ cải trắng, Hành tây, Hành ba rô, Tỏi",0,1,1,0,0.5,4
dish9353,Ốc hấp sả,an vat,"Ốc bươu, Ốc đắng, Gừng, Sả, Ớt",dish8774,Khoai deo Quảng Bình,an vat,"Khoai lang mật, Muối",0,1,0,0,0.25,4
dish0394,Hoa chuối nấu móng giò,mon canh,"Móng giò heo, Hoa chuối, Hành tím, Hành lá, Chanh",dish0681,Canh măng chua nấu ếch,mon canh,"Ếch, Măng chua, Húng quế, Rau thơm, Ngò gai",0,1,1,1,0.75,4
dish0394,Hoa chuối nấu móng giò,mon canh,"Móng giò heo, Hoa chuối, Hành tím, Hành lá, Chanh",dish0517,Canh sườn củ sen,mon canh,"Sườn heo, Củ sen, Hành lá, Hành tím, Nước mắm",1,1,1,1,1.0,4
dish0394,Hoa chuối nấu móng giò,mon canh,"Móng giò heo, Hoa chuối, Hành tím, Hành lá, Chanh",dish0806,Canh sườn hầm hạt sen,mon canh,"Sườn non, Hạt sen tươi, Cà rốt, Bông cải xanh",0,1,1,0,0.5,4
dish0394,Hoa chuối nấu móng giò,mon canh,"Móng giò heo, Hoa chuối, Hành tím, Hành lá, Chanh",dish0803,Canh chua tôm,mon canh,"Tôm đất, Đậu bắp, Bạc hà, Cà chua, Dứa",0,1,1,1,0.75,4
dish0394,Hoa chuối nấu móng giò,mon canh,"Móng giò heo, Hoa chuối, Hành tím, Hành lá, Chanh",dish0613,Canh cua rau đay mướp,mon canh,"Cua đồng, Rau đay, Mướp, Hạt nêm/ muối, Nước mắm",0,1,1,1,0.75,4
dish0394,Hoa chuối nấu móng giò,mon canh,"Móng giò heo, Hoa chuối, Hành tím, Hành lá, Chanh",dish0701,Canh đậu đỏ nấu sườn,mon canh,"Sườn non, Đậu đỏ, Đậu trắng, Đậu đen, Nấm rơm",0,1,1,0,0.5,4
dish0394,Hoa chuối nấu móng giò,mon canh,"Móng giò heo, Hoa chuối, Hành tím, Hành lá, Chanh",dish0418,Cá ngân nấu ngót,mon canh,"Cá ngân, Cá chua, Cần tây, Hành lá, Húng quế",0,1,1,0,0.5,4
dish0394,Hoa chuối nấu móng giò,mon canh,"Móng giò heo, Hoa chuối, Hành tím, Hành lá, Chanh",dish0149,Đuôi heo hầm hạt sen,mon canh,"Đuôi heo, Hạt sen khô, Chanh, Hành tím, Nước hàng",1,1,1,1,1.0,4
dish1568,Bánh sắn cốt dừa,mon banh,"Sắn, Dừa nạo, Nước cốt dừa, Sữa đặc, Mè trắng",dish0923,Bánh sinh nhật Tiramisu,mon banh,"Trứng gà, Đường cát, Bột mì, Bơ, Vani",0,0,0,0,0.0,4
dish1568,Bánh sắn cốt dừa,mon banh,"Sắn, Dừa nạo, Nước cốt dừa, Sữa đặc, Mè trắng",dish1817,Bánh donut khoai lang nước cốt dừa,mon banh,"Khoai lang, Bột năng, Nước cốt dừa, Dầu ăn, Muối",1,1,1,1,1.0,4
dish1568,Bánh sắn cốt dừa,mon banh,"Sắn, Dừa nạo, Nước cốt dừa, Sữa đặc, Mè trắng",dish2018,Bánh nếp chiên nhân đậu đỏ,mon banh,"Bột nếp, Đậu đỏ, Đường xay, Dừa nạo, Nước cốt dừa",1,1,1,1,1.0,4
dish1568,Bánh sắn cốt dừa,mon banh,"Sắn, Dừa nạo, Nước cốt dừa, Sữa đặc, Mè trắng",dish1169,Bánh chuối nướng bằng chảo chống dính,mon banh,"Chuối, Bánh mì, Bơ lạt, Nước cốt dừa, Sữa tươi",0,1,1,1,0.75,4
dish1568,Bánh sắn cốt dừa,mon banh,"Sắn, Dừa nạo, Nước cốt dừa, Sữa đặc, Mè trắng",dish0915,Bánh trứng kiến,mon banh,"Bột nếp xay sẵn, Trứng kiến, Lá sung mật, Hành lá, Hành tím",0,1,1,0,0.5,4
dish1568,Bánh sắn cốt dừa,mon banh,"Sắn, Dừa nạo, Nước cốt dừa, Sữa đặc, Mè trắng",dish2899,Bánh đậu xanh nướng,mon banh,"Đậu xanh, Nước cốt dừa, Sữa đặc, Đường, Bột mì",1,1,1,1,1.0,4
dish1568,Bánh sắn cốt dừa,mon banh,"Sắn, Dừa nạo, Nước cốt dừa, Sữa đặc, Mè trắng",dish1178,Bánh bột mì trái bơ hấp,mon banh,"Bột mì đa dụng, Bơ, Trứng, Dầu ăn",0,1,1,1,0.75,4
dish1568,Bánh sắn cốt dừa,mon banh,"Sắn, Dừa nạo, Nước cốt dừa, Sữa đặc, Mè trắng",dish1175,Bánh khoai mì chuối nướng,mon banh,"Chuối xiêm, Khoai mì, Bột năng, Nước cốt dừa, Tinh chất vani",0,1,1,1,0.75,4
dish6683,Chuối xanh ngào đường,mon chien,"Chuối sứ xanh, Muối, Chanh, Đường, Lá dứa",dish6547,Cơm cháy mỡ hành từ cơm nguội,mon chien,"Cơm nguội, Hành lá cắt nhỏ",0,1,1,1,0.75,4
