dish_id,dish_name,category,core_ingredients,candidate_id,candidate_name,score_qwen2_5_7b,score_llama3_1_8b,score_gemma2_9b,score_mistral_7b,score_mean,n_models
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre07583,đường,0,1,1,1,0.75,4
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre06612,tiêu,1,2,1,2,1.5,4
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre00735,bột lọc,1,2,2,2,1.75,4
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre07966,ớt,1,1,2,1,1.25,4
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre02768,hành tím,1,2,2,1,1.5,4
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre00819,bột ngọt,1,1,0,1,0.75,4
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre02995,hạt nêm,1,1,2,1,1.25,4
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre02673,hành lá,1,2,2,1,1.5,4
dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Nấm rơm",ingre02124,dầu ăn,0,1,1,2,1.0,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre04343,ngò rí,2,2,2,1,1.75,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre07583,đường,0,1,1,1,0.75,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre02995,hạt nêm,1,1,2,1,1.25,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre02124,dầu ăn,0,1,2,2,1.25,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre02768,hành tím,1,1,2,2,1.5,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre06644,tiêu xay,1,2,1,2,1.5,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre05422,rau ăn kèm lẩu,2,2,2,1,1.75,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre02377,giấm ăn,1,1,1,1,1.0,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre00819,bột ngọt,1,1,1,0,0.75,4
dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",ingre02673,hành lá,2,1,2,1,1.5,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre07971,ớt băm,1,2,2,2,1.75,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre08039,ớt khô,1,2,2,2,1.75,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre02730,hành phi,1,2,2,2,1.75,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre03261,khô gà,0,2,1,2,1.25,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre07801,đậu phộng rang thơm,2,2,2,2,2.0,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre08050,ớt sa tế,2,2,2,2,2.0,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre07028,tương ớt,1,2,2,2,1.75,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre06918,tép khô,1,1,1,1,1.0,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre03663,me vắt,1,2,1,1,1.25,4
dish8245,Bánh đa trộn,mon goi - salad,"Bánh đa, Trứng cút, Xoài xanh, Chả quế",ingre04694,nước mắm,1,2,2,2,1.75,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre00759,bột mì,0,1,0,1,0.5,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre02485,gừng,2,2,2,2,2.0,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre00849,bột năng,0,1,1,1,0.75,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre02636,hành,2,2,2,1,1.75,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre07063,tỏi,2,2,2,2,2.0,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre06015,sốt tương đen,2,2,2,2,2.0,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre07583,đường,1,1,1,0,0.75,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre05574,rượu trắng,1,1,1,0,0.75,4
dish6678,Sườn bò sốt tiêu đen,mon chien,Sườn bò,ingre06980,tương,1,2,2,2,1.75,4
dish2443,Bánh Castella cupcake bí đỏ,mon banh,"Sữa tươi, Tinh chất vani, Lòng đỏ trứng gà, Mật ong, Bơ lạt, Màu thực phẩm",ingre06796,trứng gà,1,2,2,1,1.5,4
dish2443,Bánh Castella cupcake bí đỏ,mon banh,"Sữa tươi, Tinh chất vani, Lòng đỏ trứng gà, Mật ong, Bơ lạt, Màu thực phẩm",ingre00327,bột nở,1,1,1,0,0.75,4
dish2443,Bánh Castella cupcake bí đỏ,mon banh,"Sữa tươi, Tinh chất vani, Lòng đỏ trứng gà, Mật ong, Bơ lạt, Màu thực phẩm",ingre07571,đường,2,1,2,0,1.25,4
dish2443,Bánh Castella cupcake bí đỏ,mon banh,"Sữa tươi, Tinh chất vani, Lòng đỏ trứng gà, Mật ong, Bơ lạt, Màu thực phẩm",ingre00303,bột bắp,0,1,1,0,0.5,4
dish2443,Bánh Castella cupcake bí đỏ,mon banh,"Sữa tươi, Tinh chất vani, Lòng đỏ trứng gà, Mật ong, Bơ lạt, Màu thực phẩm",ingre00313,bột làm bánh,1,1,2,1,1.25,4
dish2443,Bánh Castella cupcake bí đỏ,mon banh,"Sữa tươi, Tinh chất vani, Lòng đỏ trứng gà, Mật ong, Bơ lạt, Màu thực phẩm",ingre07572,đường bột,1,1,2,1,1.25,4
dish2443,Bánh Castella cupcake bí đỏ,mon banh,"Sữa tươi, Tinh chất vani, Lòng đỏ trứng gà, Mật ong, Bơ lạt, Màu thực phẩm",ingre00302,bột bí đỏ,0,2,2,1,1.25,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre02995,hạt nêm,1,1,0,2,1.0,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre04538,nước cốt chanh,2,2,2,2,2.0,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre07063,tỏi,1,1,2,2,1.5,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre01419,cà rốt,2,1,2,2,1.75,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre07966,ớt,1,2,2,1,1.5,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre05354,rau quế,0,1,1,1,0.75,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre04694,nước mắm,1,2,2,2,1.75,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre03746,muối,1,1,2,2,1.5,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre07583,đường,1,1,2,1,1.25,4
dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,Dưa leo,ingre03929,mè rang,1,2,2,1,1.5,4
dish3973,Cơm lam ống tre,mon nuong,Gạo nếp,ingre03935,mè trắng,1,2,2,1,1.5,4
dish3973,Cơm lam ống tre,mon nuong,Gạo nếp,ingre06684,tre,2,2,2,2,2.0,4
dish3973,Cơm lam ống tre,mon nuong,Gạo nếp,ingre03781,muối tinh,1,1,1,2,1.25,4
dish3973,Cơm lam ống tre,mon nuong,Gạo nếp,ingre07781,đậu phộng,1,1,1,1,1.0,4
dish3973,Cơm lam ống tre,mon nuong,Gạo nếp,ingre02512,gừng nhỏ,1,1,1,2,1.25,4
dish3973,Cơm lam ống tre,mon nuong,Gạo nếp,ingre04626,nước dừa tươi,2,2,2,1,1.75,4
dish9827,Trà sữa trân châu,thuc uong,Trà túi lọc Lipton,ingre07583,đường,1,2,2,1,1.5,4
dish9827,Trà sữa trân châu,thuc uong,Trà túi lọc Lipton,ingre06174,sữa đặc,2,2,2,2,2.0,4
dish9827,Trà sữa trân châu,thuc uong,Trà túi lọc Lipton,ingre00576,bột cacao,1,1,1,0,0.75,4
dish9827,Trà sữa trân châu,thuc uong,Trà túi lọc Lipton,ingre00849,bột năng,0,1,2,0,0.75,4
dish9827,Trà sữa trân châu,thuc uong,Trà túi lọc Lipton,ingre04857,nước đá đông lạnh,0,1,2,1,1.0,4
dish0636,Canh bí đao nấu nấm bào ngư,mon canh,"Nấm bào ngư, Bí đao",ingre06644,tiêu xay,1,2,1,2,1.5,4
dish0636,Canh bí đao nấu nấm bào ngư,mon canh,"Nấm bào ngư, Bí đao",ingre07966,ớt,1,1,1,1,1.0,4
dish0636,Canh bí đao nấu nấm bào ngư,mon canh,"Nấm bào ngư, Bí đao",ingre02702,hành lá/ ngò rí,2,2,2,2,2.0,4
dish0636,Canh bí đao nấu nấm bào ngư,mon canh,"Nấm bào ngư, Bí đao",ingre00819,bột ngọt,1,1,1,1,1.0,4
dish0636,Canh bí đao nấu nấm bào ngư,mon canh,"Nấm bào ngư, Bí đao",ingre02997,hạt nêm chay,1,1,1,1,1.0,4
dish0636,Canh bí đao nấu nấm bào ngư,mon canh,"Nấm bào ngư, Bí đao",ingre02124,dầu ăn,0,1,1,1,0.75,4
dish0636,Canh bí đao nấu nấm bào ngư,mon canh,"Nấm bào ngư, Bí đao",ingre03746,muối,1,1,2,2,1.5,4
dish2579,Bánh Churros velvet sốt phô mai,mon banh,Bơ,ingre03877,màu thực phẩm màu đỏ,0,0,0,0,0.0,4
dish2579,Bánh Churros velvet sốt phô mai,mon banh,Bơ,ingre07583,đường,2,2,2,1,1.75,4
dish2579,Bánh Churros velvet sốt phô mai,mon banh,Bơ,ingre03137,kem phô mai,2,2,2,2,2.0,4
dish2579,Bánh Churros velvet sốt phô mai,mon banh,Bơ,ingre00791,bột mì đa dụng,1,1,2,0,1.0,4
dish2579,Bánh Churros velvet sốt phô mai,mon banh,Bơ,ingre07589,đường bột,1,1,2,1,1.25,4
dish2579,Bánh Churros velvet sốt phô mai,mon banh,Bơ,ingre00576,bột cacao,1,1,2,1,1.25,4
dish2579,Bánh Churros velvet sốt phô mai,mon banh,Bơ,ingre06823,trứng gà,1,1,0,1,0.75,4
dish2579,Bánh Churros velvet sốt phô mai,mon banh,Bơ,ingre06147,sữa tươi không đường,1,1,0,2,1.0,4
dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây",ingre00955,bột tiêu,2,1,1,1,1.25,4
dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây",ingre02120,dầu ô liu,1,1,1,2,1.25,4
dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây",ingre07381,xì dầu,1,1,1,0,0.75,4
dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây",ingre05947,sốt cà chua,2,1,1,2,1.5,4
dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây",ingre03746,muối,1,1,2,2,1.5,4
dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây",ingre00941,bột thì là,1,1,1,0,0.75,4
dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây",ingre05113,phô mai sợi,1,1,1,1,1.0,4
dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây",ingre07063,tỏi,1,2,2,2,1.75,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre05626,sa tế tôm,1,1,1,0,0.75,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre07071,tỏi băm,2,1,2,2,1.75,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre06644,tiêu xay,2,2,1,1,1.5,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre05905,sả băm,1,2,2,2,1.75,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre07966,ớt,1,1,2,1,1.25,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre07977,ớt bột,1,1,1,1,1.0,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre03746,muối,1,1,2,2,1.5,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre02124,dầu ăn,1,1,2,2,1.5,4
dish4848,Hến xào nguyên con,mon xao,"Hến nguyên con, Lá sả cắt khúc",ingre02995,hạt nêm,1,1,2,1,1.25,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre07583,đường,1,1,1,1,1.0,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre00819,bột ngọt,1,1,0,1,0.75,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre07791,đậu phộng rang,2,1,2,2,1.75,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre07966,ớt,1,2,1,2,1.5,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre07063,tỏi,2,2,1,2,1.75,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre04043,món ăn kèm tùy ý,2,1,1,1,1.25,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre02768,hành tím,2,2,2,2,2.0,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre05420,rau ăn kèm,2,1,2,1,1.5,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre06644,tiêu xay,2,2,1,2,1.75,4
dish3164,Bún rạm,mon nuoc,"Rạm tươi, Bún tươi, Dầu màu điều",ingre00196,bánh tráng mè nướng,0,1,1,2,1.0,4
dish0766,Canh bông hẹ đậu hũ non,mon canh,"Bông hẹ, Lá hẹ",ingre02995,hạt nêm,1,1,2,2,1.5,4
dish0766,Canh bông hẹ đậu hũ non,mon canh,"Bông hẹ, Lá hẹ",ingre07635,đường phèn,0,1,1,1,0.75,4
dish0766,Canh bông hẹ đậu hũ non,mon canh,"Bông hẹ, Lá hẹ",ingre02645,hành boa rô,1,1,1,1,1.0,4
dish0766,Canh bông hẹ đậu hũ non,mon canh,"Bông hẹ, Lá hẹ",ingre07752,đậu hũ non,2,2,2,2,2.0,4
dish0766,Canh bông hẹ đậu hũ non,mon canh,"Bông hẹ, Lá hẹ",ingre06612,tiêu,2,2,1,2,1.75,4
dish0766,Canh bông hẹ đậu hũ non,mon canh,"Bông hẹ, Lá hẹ",ingre03746,muối,1,2,2,2,1.75,4
dish0766,Canh bông hẹ đậu hũ non,mon canh,"Bông hẹ, Lá hẹ",ingre02673,hành lá,1,1,1,2,1.25,4
dish2336,Brownie bơ đậu phộng cơ bản,mon banh,Bơ lạt,ingre00416,bơ đậu phộng,2,2,2,2,2.0,4
dish2336,Brownie bơ đậu phộng cơ bản,mon banh,Bơ lạt,ingre06801,trứng,2,1,2,1,1.5,4
dish2336,Brownie bơ đậu phộng cơ bản,mon banh,Bơ lạt,ingre07628,đường nâu,2,1,2,1,1.5,4
dish2336,Brownie bơ đậu phộng cơ bản,mon banh,Bơ lạt,ingre00791,bột mì đa dụng,2,1,2,0,1.25,4
dish2336,Brownie bơ đậu phộng cơ bản,mon banh,Bơ lạt,ingre05737,socola chip,2,1,2,0,1.25,4
dish2336,Brownie bơ đậu phộng cơ bản,mon banh,Bơ lạt,ingre06596,tinh chất vanilla,2,1,2,1,1.5,4
dish2336,Brownie bơ đậu phộng cơ bản,mon banh,Bơ lạt,ingre03746,muối,1,1,1,0,0.75,4
dish2336,Brownie bơ đậu phộng cơ bản,mon banh,Bơ lạt,ingre00867,bột nở,1,1,2,1,1.25,4
dish6804,Gà lắc phô mai,mon chien,Ức gà,ingre04665,nước lọc,0,1,1,2,1.0,4
dish6804,Gà lắc phô mai,mon chien,Ức gà,ingre06644,tiêu xay,2,2,1,2,1.75,4
dish6804,Gà lắc phô mai,mon chien,Ức gà,ingre05054,phô mai,2,2,2,2,2.0,4
dish6804,Gà lắc phô mai,mon chien,Ức gà,ingre00975,bột tẩm khô chiên giòn,2,2,2,1,1.75,4
dish6804,Gà lắc phô mai,mon chien,Ức gà,ingre00759,bột mì,2,1,2,1,1.5,4
dish6804,Gà lắc phô mai,mon chien,Ức gà,ingre00618,bột custard,0,2,0,1,0.75,4
dish6804,Gà lắc phô mai,mon chien,Ức gà,ingre03746,muối,1,1,1,2,1.25,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre01354,cà chua,1,1,1,2,1.25,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre04481,nước mắm,2,2,1,2,1.75,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre02124,dầu ăn,1,1,1,2,1.25,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre02020,dưa leo,1,1,1,1,1.0,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre02741,hành tây,0,1,1,1,0.75,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre04474,nước cốt chanh,2,2,1,2,1.75,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre07577,đường thốt nốt,2,1,0,1,1.0,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre07966,ớt,2,1,2,2,1.75,4
dish8585,Salad thịt bò kiểu Thái,mon tu bo,"Thịt bò, Hành ngò, Lá bạc hà",ingre06612,tiêu,2,2,1,2,1.75,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre00815,bột ngũ vị hương,1,2,1,1,1.25,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre07583,đường,1,1,2,1,1.25,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre02485,gừng,1,2,2,2,1.75,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre04790,nước tương,1,1,2,2,1.5,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre02995,hạt nêm,1,1,1,1,1.0,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre05621,sa tế,2,2,2,2,2.0,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre02080,dầu hào,1,2,1,1,1.25,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre03746,muối,1,1,2,2,1.5,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre06612,tiêu,2,2,2,2,2.0,4
dish3827,Vịt nướng sa tế,mon nuong,"Vịt, Dầu màu điều, Mạch nha",ingre07977,ớt bột,2,2,2,2,2.0,4
dish2355,Bánh Cheese Stick - bánh quy phô mai que,mon banh,"Lòng đỏ trứng gà, Bơ nhạt, Nước, Lá mùi tây",ingre03746,muối,1,1,1,1,1.0,4
dish2355,Bánh Cheese Stick - bánh quy phô mai que,mon banh,"Lòng đỏ trứng gà, Bơ nhạt, Nước, Lá mùi tây",ingre00564,bột bắp,0,1,1,0,0.5,4
dish2355,Bánh Cheese Stick - bánh quy phô mai que,mon banh,"Lòng đỏ trứng gà, Bơ nhạt, Nước, Lá mùi tây",ingre07652,đường trắng,0,1,1,1,0.75,4
dish2355,Bánh Cheese Stick - bánh quy phô mai que,mon banh,"Lòng đỏ trứng gà, Bơ nhạt, Nước, Lá mùi tây",ingre00783,bột mì số 8,0,1,2,2,1.25,4
dish2355,Bánh Cheese Stick - bánh quy phô mai que,mon banh,"Lòng đỏ trứng gà, Bơ nhạt, Nước, Lá mùi tây",ingre00849,bột năng,0,1,2,1,1.0,4
dish2355,Bánh Cheese Stick - bánh quy phô mai que,mon banh,"Lòng đỏ trứng gà, Bơ nhạt, Nước, Lá mùi tây",ingre02124,dầu ăn,0,1,1,1,0.75,4
dish2355,Bánh Cheese Stick - bánh quy phô mai que,mon banh,"Lòng đỏ trứng gà, Bơ nhạt, Nước, Lá mùi tây",ingre00879,bột phô mai,1,2,2,2,1.75,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre01419,cà rốt,1,1,1,1,1.0,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre02080,dầu hào,1,2,1,2,1.5,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre00819,bột ngọt,1,1,0,1,0.75,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre02730,hành phi,1,2,2,2,1.75,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre01809,cần tàu,0,2,1,1,1.0,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre02124,dầu ăn,0,1,2,2,1.25,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre06640,tiêu xanh,2,2,2,2,2.0,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre02741,hành tây,1,1,1,2,1.25,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre03746,muối,0,1,1,2,1.0,4
dish7852,Lẩu bao tử hầm tiêu xanh,mon lau,"Bao tử heo, Củ cải trắng",ingre02995,hạt nêm,1,1,2,2,1.5,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre06612,tiêu,1,2,2,2,1.75,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre02768,hành tím,1,2,2,1,1.5,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre07063,tỏi,1,2,2,2,1.75,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre02124,dầu ăn,0,1,2,2,1.25,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre03746,muối,1,2,2,2,1.75,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre04694,nước mắm,1,2,2,2,1.75,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre07966,ớt,1,1,1,1,1.0,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre02995,hạt nêm,1,1,2,1,1.25,4
dish5995,Sườn kho trứng cút,mon kho,"Sườn non, Trứng cút, Nước dừa",ingre04672,nước màu,1,2,1,2,1.5,4
dish4793,Cần tây xào tỏi,mon xao,Cần tây,ingre07680,đường/ muối,0,1,1,2,1.0,4
dish4793,Cần tây xào tỏi,mon xao,Cần tây,ingre02080,dầu hào,1,1,1,2,1.25,4
dish4793,Cần tây xào tỏi,mon xao,Cần tây,ingre02124,dầu ăn,1,1,2,2,1.5,4
dish4793,Cần tây xào tỏi,mon xao,Cần tây,ingre03936,mè trắng rang,1,1,1,1,1.0,4
dish4793,Cần tây xào tỏi,mon xao,Cần tây,ingre04694,nước mắm,2,2,2,2,2.0,4
dish4793,Cần tây xào tỏi,mon xao,Cần tây,ingre05571,rượu thiệu hưng,1,0,0,0,0.25,4
dish4793,Cần tây xào tỏi,mon xao,Cần tây,ingre07063,tỏi,2,2,2,2,2.0,4
dish4793,Cần tây xào tỏi,mon xao,Cần tây,ingre02485,gừng,1,1,1,2,1.25,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre02768,hành tím,1,2,2,2,1.75,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre02377,giấm ăn,1,2,2,1,1.5,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre00819,bột ngọt,1,1,0,0,0.5,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre02995,hạt nêm,1,1,1,1,1.0,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre03746,muối,1,1,2,2,1.5,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre02124,dầu ăn,0,1,2,2,1.25,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre07966,ớt,1,1,2,2,1.5,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre06233,thì là,1,1,1,1,1.0,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre07583,đường,1,1,1,1,1.0,4
dish7752,Lẩu cá chép om dưa,mon lau,"Cá chép, Trứng cá chép, Dưa chua, Cà chua",ingre04304,nghệ,1,2,1,2,1.5,4
