anchor_dish_id,anchor_dish_name,anchor_category,anchor_ingredients_preview,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients_preview,llm_mean_score,annotator_1,annotator_2,notes
dish8484,Cơm gà BBQ phô mai,mon tu ga,"Cơm, Gà, Phô mai, Nước hầm gà, Tương ớt Hàn Quốc",dish10066,Nha đam mật ong,thuc uong,"Nha đam, Mật ong",0.333333333,0,0,Gần như không liên quan: tín hiệu ontology rất yếu. | Cùng nhóm ontology 'gia vị mặn/umami': dầu ăn; Phương pháp khác nhau: ChickenBased vs Beverage
dish8484,Cơm gà BBQ phô mai,mon tu ga,"Cơm, Gà, Phô mai, Nước hầm gà, Tương ớt Hàn Quốc",dish6655,Tôm cuốn chả rế,mon chien,"Tôm, Rau húng, Bánh đa nem, Bánh tráng rế, Bột chiên giòn",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: dầu ăn; Cùng nhóm ontology 'gia vị mặn/umami': dầu ăn, nước tương; Nhóm ontology liên quan (sibling): cơm (gạo/ngũ cốc) ↔ bánh đa nem (gạo/ngũ cốc); Phương pháp khác nhau: ChickenBased vs Fry"
dish8484,Cơm gà BBQ phô mai,mon tu ga,"Cơm, Gà, Phô mai, Nước hầm gà, Tương ớt Hàn Quốc",dish0210,Tôm nấu mẻ,mon canh,"Tôm đất, Trứng gà, Nước mẻ, Cà chua, Thơm",0.666666667,0,0,"Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: dầu ăn; Cùng nhóm ontology 'gia vị mặn/umami': dầu ăn, rượu nấu ăn; Nhóm ontology liên quan (sibling): nước hầm gà (gia vị chua) ↔ nước mắm (gia vị chua); Phương pháp khác nhau: ChickenBased vs Boil; Bổ trợ hương vị (NPMI=0.32): dầu ăn ↔ hạt nêm"
dish8484,Cơm gà BBQ phô mai,mon tu ga,"Cơm, Gà, Phô mai, Nước hầm gà, Tương ớt Hàn Quốc",dish9346,Mứt ổi dẻo,an vat,"Ổi, Chanh, Đường, Ớt bột, Muối",0,0,0,"Không liên quan: thiếu tất cả tín hiệu ontology. | Cùng nhóm ontology 'gia vị mặn/umami': dầu ăn, rượu nấu ăn; Nhóm ontology liên quan (sibling): nước hầm gà (gia vị chua) ↔ đường (gia vị chua); Phương pháp khác nhau: ChickenBased vs Snack"
dish8484,Cơm gà BBQ phô mai,mon tu ga,"Cơm, Gà, Phô mai, Nước hầm gà, Tương ớt Hàn Quốc",dish2048,Bánh bèo ngọt đậu xanh,mon banh,"Bột gạo, Bột năng, Đường thốt nốt, Đường cát, Hành lá",0,0,0,Không liên quan: thiếu tất cả tín hiệu ontology. | Cùng nhóm ontology 'gia vị mặn/umami': dầu ăn; Nhóm ontology liên quan (sibling): cơm (gạo/ngũ cốc) ↔ bột năng (gạo/ngũ cốc); Phương pháp khác nhau: ChickenBased vs Bake
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish0234,Canh súp,mon canh,"Sườn heo, Củ dền, Cà rốt, Khoai tây, Củ cải trắng",0.666666667,0,0,"Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: khoai tây, tiêu xay, đường, muối (Jaccard=0.27); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): bơ lạt (OtherSeasoning) ↔ đường (OtherSeasoning); Phương pháp khác nhau: BeefBased vs Boil; Bổ trợ hương vị (NPMI=0.35): tiêu xay ↔ hạt nêm"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish5175,Thịt bò xào khoai tây,mon xao,"Thịt bò, Khoai tây, Dầu ăn, Muối, Hạt nêm",1,2,2,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: thịt bò, khoai tây, muối, tiêu xay (Jaccard=0.36); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): bơ lạt (OtherSeasoning) ↔ hạt nêm (OtherSeasoning); Phương pháp khác nhau: BeefBased vs StirFry; Bổ trợ hương vị (NPMI=0.35): tiêu xay ↔ hạt nêm"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish4708,Mì Ý xào rau củ,mon xao,"Mì Ý, Cà chua, Cà rốt, Khoai tây, Hành tím băm",0.666666667,0,0,"Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: khoai tây, tiêu xay, đường, muối (Jaccard=0.23); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): bơ lạt (OtherSeasoning) ↔ hạt nêm chay (OtherSeasoning); Phương pháp khác nhau: BeefBased vs StirFry; Bổ trợ hương vị (NPMI=0.33): cà rốt ↔ khoai tây"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish1042,Bánh mì tròn Bagel nhân khoai tây phô mai,mon banh,"Bột bánh mì, Men khô, Muối, Đường, Nước ấm",0.333333333,0,0,"Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: đường, khoai tây, bơ lạt, muối (Jaccard=0.23); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, cà rốt; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ bơ lạt (gia vị mặn/umami); Phương pháp khác nhau: BeefBased vs Bake; Bổ trợ hương vị (NPMI=0.33): cà rốt ↔ khoai tây"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish4655,Thịt bò xào cà rốt,mon xao,"Thịt bò, Cà rốt, Hành tây, Tỏi, Gừng",1,1,2,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: thịt bò, tiêu xay, đường, muối (Jaccard=0.26); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): bơ lạt (OtherSeasoning) ↔ tỏi (OtherSeasoning); Phương pháp khác nhau: BeefBased vs StirFry; Bổ trợ hương vị (NPMI=0.35): tiêu xay ↔ hạt nêm"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish8035,Gỏi chay từ cơm dừa,mon goi - salad,"Cơm dừa, Bắp cải tím, Cà rốt, Xà lách, Ngò rí",0.333333333,0,0,"Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: đường, xà lách, muối, cà rốt (Jaccard=0.17); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ ngò rí (củ quả); Phương pháp khác nhau: BeefBased vs Mix; Bổ trợ hương vị (NPMI=0.33): xà lách ↔ bắp cải tím"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish4927,Mì Ý chay,mon xao,"Mì Ý, Đậu hũ trắng, Cà chua, Cà rốt, Hành tím băm",0.333333333,0,0,"Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: đường, cà rốt, muối, tiêu xay (Jaccard=0.09); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): bơ lạt (OtherSeasoning) ↔ hạt nêm chay (OtherSeasoning); Phương pháp khác nhau: BeefBased vs StirFry; Bổ trợ hương vị (NPMI=0.33): khoai tây ↔ cà rốt"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish4101,Bò nướng sốt tiêu đen,mon nuong,"Thịt bò, Nước tương, Dầu hào, Bột bắp, Tỏi băm",2,2,2,"Rất liên quan: tín hiệu ontology toàn diện và nhất quán. | Chia sẻ nguyên liệu chung: thịt bò, đường, muối, tiêu xay (Jaccard=0.15); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): bơ lạt (OtherSeasoning) ↔ hành tím băm (OtherSeasoning); Phương pháp khác nhau: BeefBased vs Grill"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish7792,Lẩu nướng bò sốt me,mon lau,"Thịt bò, Tỏi, Hành tím, Sả, Ớt tươi",1,1,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: thịt bò, bơ lạt, tiêu xay, đường (Jaccard=0.15); Cùng nhóm ontology 'gia vị mặn/umami': muối, thịt bò; Nhóm ontology liên quan (sibling): dầu oliu (gia vị mặn/umami) ↔ nước cốt me (gia vị mặn/umami); Phương pháp khác nhau: BeefBased vs Hotpot; Bổ trợ hương vị (NPMI=0.33): khoai tây ↔ cà rốt"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish4155,Gà đút lò nhồi thịt,mon nuong,"Gà ta, Giò sống, Thịt Jambo, Pate nhuyễn, Cà rốt",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: bơ lạt, tiêu xay, đường, muối (Jaccard=0.14); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, cà rốt; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ bơ lạt (gia vị mặn/umami); Phương pháp khác nhau: BeefBased vs Grill; Bổ trợ hương vị (NPMI=0.33): khoai tây ↔ cà rốt"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish8571,Bắp bò ngâm dấm (giấm),mon tu bo,"Thịt bắp bò, Sả, Gừng, Quế, Thảo quả",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, thịt bò; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ hoa hồi (gia vị mặn/umami); Cùng phương pháp chế biến: BeefBased; Bổ trợ hương vị (NPMI=0.40): sốt tiêu đen ↔ quế"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish8609,Bò bít tết bơ tỏi,mon tu bo,"Thịt bò, Măng tây, Bơ lạt, Tỏi, Khoai tây",2,2,2,"Rất liên quan: tín hiệu ontology toàn diện và nhất quán. | Chia sẻ nguyên liệu chung: thịt bò, khoai tây, bơ lạt (Jaccard=0.30); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, thịt bò; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ tỏi (gia vị mặn/umami); Cùng phương pháp chế biến: BeefBased; Bổ trợ hương vị (NPMI=0.33): cà rốt ↔ khoai tây"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish8611,Bò hấp sả thơm,mon tu bo,"Thịt bắp bò, Sả cây, Ớt, Thơm, Mắm nêm",1,1,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ rau sống ăn kèm (củ quả); Cùng phương pháp chế biến: BeefBased"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish8604,Đuôi bò hầm ngũ vị,mon tu bo,"Đuôi bò, Hành tây, Hành lá, Gừng thái lát, Ớt",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Cùng nhóm ontology 'Other': đậu cove, muối; Nhóm ontology liên quan (sibling): dầu oliu (gia vị mặn/umami) ↔ gừng thái lát (gia vị mặn/umami); Cùng phương pháp chế biến: BeefBased; Bổ trợ hương vị (NPMI=0.40): sốt tiêu đen ↔ quế"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish8641,Bún gạo lứt trộn rau củ thịt bò,mon tu bo,"Thịt bò, Bắp cải, Cà rốt, Đậu phộng, Rau răm",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: thịt bò, đường, cà rốt (Jaccard=0.19); Cùng nhóm ontology 'gia vị mặn/umami': muối, thịt bò; Nhóm ontology liên quan (sibling): dầu oliu (gia vị mặn/umami) ↔ tỏi băm (gia vị mặn/umami); Cùng phương pháp chế biến: BeefBased; Bổ trợ hương vị (NPMI=0.35): tiêu xay ↔ hạt nêm"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish9386,Tôm khô,ngay le tet,"Tôm đất, Muối, Nước sạch",0.333333333,0,0,"Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: muối (Jaccard=0.07); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, đậu cove; Nhóm ontology liên quan (sibling): thịt bò (thịt đỏ) ↔ tôm đất (thịt đỏ); Phương pháp khác nhau: BeefBased vs Festive"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish5541,Bún gạo xào keieur Singapore,mon xao,"Bún gạo, Tôm tươi, Lạp xưởng, Trứng gà, Cà rốt",0.666666667,0,0,"Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: muối, cà rốt (Jaccard=0.08); Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu, muối; Nhóm ontology liên quan (sibling): thịt bò (thịt đỏ) ↔ tôm tươi (thịt đỏ); Phương pháp khác nhau: BeefBased vs StirFry; Bổ trợ hương vị (NPMI=0.35): tiêu xay ↔ hạt nêm"
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish0931,Bánh tam giác mạch,mon banh,"Hạt tam giác mạch, Nước",0,0,0,Không liên quan: thiếu tất cả tín hiệu ontology. | Phương pháp khác nhau: BeefBased vs Bake
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish3747,Cúm núm nướng muối ớt,mon nuong,"Chim cúm núm, Ớt bột cay, Muối, Bột ngọt, Hạt nêm",0.666666667,0,0,Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: muối (Jaccard=0.06); Cùng nhóm ontology 'gia vị mặn/umami': muối; Nhóm ontology liên quan (sibling): dầu oliu (gia vị mặn/umami) ↔ nước sốt nướng (gia vị mặn/umami); Phương pháp khác nhau: BeefBased vs Grill; Bổ trợ hương vị (NPMI=0.35): tiêu xay ↔ hạt nêm
dish8685,Bò bít tết sốt tiêu đen,mon tu bo,"Thịt bò, Sốt tiêu đen, Khoai tây, Đậu cove, Xà lách",dish7383,Đùi gà nhồi thịt phô mai chiên giòn,mon chien,"Đùi gà, Hành tây, Hạt tiêu, Ớt bột Paprika, Muối",1,0,0,Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: muối; Cùng nhóm ontology 'gia vị mặn/umami': dầu oliu; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ ớt bột paprika (gia vị mặn/umami); Phương pháp khác nhau: BeefBased vs Fry; Bổ trợ hương vị (NPMI=0.31): cà rốt ↔ hành tây
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,"Dưa leo, Cà rốt, Tỏi, Ớt, Rau quế",1,2,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: ớt, tỏi, đường, muối (Jaccard=0.33); Cùng nhóm ontology 'gia vị mặn/umami': muối, cà rốt; Nhóm ontology liên quan (sibling): nấm mèo trắng khô (OtherSeasoning) ↔ nước mắm (OtherSeasoning); Phương pháp khác nhau: Festive vs Mix; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish8249,Nộm hoa chuối chua chay truyền thống,mon goi - salad,"Hoa chuối tây, Giá đỗ, Cà rốt, Lạc rang giã thô, Tỏi",1,1,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: ớt, tỏi, đường, muối (Jaccard=0.29); Cùng nhóm ontology 'gia vị mặn/umami': muối, cà rốt; Nhóm ontology liên quan (sibling): nấm mèo trắng khô (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Festive vs Mix; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish10555,Mắm cá chốt trộn đu đủ,mon kho - mam,"Mắm chốt, Đu đủ, Muối hột, Nước, Đường",1,1,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: tỏi, đường, ớt, nước (Jaccard=0.16); Cùng nhóm ontology 'OtherBeverage': bột rau câu dẻo; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ muối hột (gia vị mặn/umami); Phương pháp khác nhau: Festive vs Stew; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish9453,Muối su hào,ngay le tet,"Su hào, Hoa cà rốt, Gừng, Tỏi, Ớt",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: tỏi, đường, ớt, muối (Jaccard=0.20); Cùng nhóm ontology 'gia vị mặn/umami': muối, đường; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ su hào (củ quả); Cùng phương pháp chế biến: Festive; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish7971,Nộm chân vịt,mon goi - salad,"Chân vịt, Đu đủ mỏ vịt, Cà rốt, Xoài xanh, Tỏi",1,1,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: ớt, tỏi, đường, muối (Jaccard=0.27); Cùng nhóm ontology 'gia vị mặn/umami': muối, cà rốt; Nhóm ontology liên quan (sibling): nấm mèo trắng khô (OtherSeasoning) ↔ bột canh (OtherSeasoning); Phương pháp khác nhau: Festive vs Mix; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish2033,Bánh gạo injeolmi,mon banh,"Bột gạo nếp, Bột đậu nành, Đường, Muối, Nước",0,0,0,"Không liên quan: thiếu tất cả tín hiệu ontology. | Chia sẻ nguyên liệu chung: đường, nước, muối (Jaccard=0.16); Cùng nhóm ontology 'gia vị mặn/umami': muối, bột rau câu dẻo; Nhóm ontology liên quan (sibling): nấm mèo trắng khô (OtherSeasoning) ↔ đường (OtherSeasoning); Phương pháp khác nhau: Festive vs Bake"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish8560,Gân bò ngâm giấm,mon tu bo,"Gân bò, Sả, Hành tây, Đường, Nước lọc",1.333333333,1,0,"Khá liên quan: nhiều tín hiệu ontology trùng khớp. | Chia sẻ nguyên liệu chung: tỏi, đường, ớt, muối (Jaccard=0.16); Cùng nhóm ontology 'gia vị mặn/umami': muối, tỏi; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ chanh (củ quả); Phương pháp khác nhau: Festive vs BeefBased; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish6486,Vịt chiên nước dừa,mon chien,"Vịt nguyên con, Tỏi, Hành tím, Nước dừa tươi, Ớt",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: tỏi, đường, ớt, muối (Jaccard=0.25); Cùng nhóm ontology 'gia vị mặn/umami': muối; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ hành tím (củ quả); Phương pháp khác nhau: Festive vs Fry; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish5172,Cà tím xào tỏi ớt,mon xao,"Cà tím, Ớt, Tỏi, Hành lá, Dầu hào",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: tỏi, đường, ớt, muối (Jaccard=0.30); Cùng nhóm ontology 'gia vị mặn/umami': muối, đường; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ cà tím (củ quả); Phương pháp khác nhau: Festive vs StirFry; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish6738,Cá bánh đường chiên giòn chấm mắm xoài,mon chien,"Cá bánh đường, Xoài xanh, Chanh, Tỏi, Ớt",0.666666667,0,0,"Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: tỏi, đường, ớt, muối (Jaccard=0.19); Cùng nhóm ontology 'gia vị mặn/umami': muối, tỏi; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ chanh (củ quả); Phương pháp khác nhau: Festive vs Fry; Bổ trợ hương vị (NPMI=0.36): tỏi ↔ ớt"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish9567,Tôm khô củ kiệu,ngay le tet,"Tôm khô, Củ kiệu, Trứng bắc thảo",1,0,1,Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ củ kiệu (củ quả); Cùng phương pháp chế biến: Festive
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish9551,Cocktail trái cây,ngay le tet,"Trái cây, Bia, Trái cây tuỳ thích, Đá viên",0.333333333,0,0,Gần như không liên quan: tín hiệu ontology rất yếu. | Cùng nhóm ontology 'OtherBeverage': bột rau câu dẻo; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ trái cây tuỳ thích (củ quả); Cùng phương pháp chế biến: Festive
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish9405,Bạch tuộc trộn khế sốt Thái,ngay le tet,"Bạch tuộc, Khế, Chuối chát, Ớt sừng, Gừng",1,1,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, muối (Jaccard=0.06); Cùng nhóm ontology 'gia vị mặn/umami': muối, ớt; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ rau thơm (củ quả); Cùng phương pháp chế biến: Festive; Bổ trợ hương vị (NPMI=0.33): ớt ↔ nước mắm"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish9470,Người tuyết từ trứng cút,ngay le tet,"Trứng cút, Cà rốt, Oliu đen, Hẹ tây, Rau mùi tây",0.666666667,0,0,Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: cà rốt (Jaccard=0.06); Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ oliu đen (gia vị mặn/umami); Cùng phương pháp chế biến: Festive
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish9388,Hủ tiếu khô chay với nấm,ngay le tet,"Hủ tiếu, Nấm, Đậu hũ, Chả, Hành tím băm",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, muối (Jaccard=0.08); Cùng nhóm ontology 'gia vị mặn/umami': muối, đường; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ rau ăn kèm/ giá (củ quả); Cùng phương pháp chế biến: Festive"
dish9434,Tai heo ngâm chua ngọt chay,ngay le tet,"Bột rau câu dẻo, Bột rau câu giòn, Rau câu sợi, Nấm mèo trắng khô, Giấm chua",dish2178,Bánh tét cốm dẹp nhân dừa đậu,mon banh,"Cốm dẹp xanh, Cốm dẹp trắng, Đậu xanh không vỏ, Dừa bào, Nước cốt dừa",0.666666667,0,0,"Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: đường, muối (Jaccard=0.09); Cùng nhóm ontology 'gia vị mặn/umami': muối, nấm mèo trắng khô; Nhóm ontology liên quan (sibling): cà rốt (củ quả) ↔ lá chuối (củ quả); Phương pháp khác nhau: Festive vs Bake"
