query_id,query,query_type,classes_positive,classes_negative,cooking_method,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients_preview,rule_label,annotator_1,annotator_2,notes
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish5049,Cải bó xôi xào tỏi nấm,mon xao,"Cải bó xôi, Nấm mỡ, Tỏi băm, Hành lá băm, Nước cốt chanh",0,1,1,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish5100,Mì xào mực tươi (công thức được chia sẻ từ người dùng),mon xao,"Mì, Mực tươi, Cải xanh, Giá đỗ, Tỏi",0,1,1,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish9753,Soda cà phê chanh bạc hà,thuc uong,"Soda, Bột cà phê Espresso, Chanh, Lá bạc hà, Nước đường",1,0,1,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish4405,Cà tím xào trứng,mon xao,"Cà tím, Trứng gà, Đậu hũ, Tỏi, Hành tây",0,0,1,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish4637,Vịt chay xào lăn,mon xao,"Thịt vịt chay, Măng tươi, Nước cốt dừa, Ngò rí, Đậu phộng rang",1,0,1,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish10157,Sữa đậu nành bằng máy xay sinh tố,sinh to,"Hạt đậu nành, Lá dứa, Sữa đặc, Muối, Đường/ muối",1,0,0,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish8777,Muồm muỗm rang,an vat,"Muồm muỗm, Lá chanh, Ớt, Nước mắm, Bột ngọt",0,0,0,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish2127,Bánh cupcake valentine socola,mon banh,"Bơ lạt, Bột mì đa dụng, Bột cacao, Sữa tươi, Kem sữa tươi",1,1,1,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish5262,Lá lốt xào trứng,mon xao,"Lá lốt, Trứng vịt, Dầu ăn, Hạt nêm, Bột ngọt",0,0,0,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish1695,Bánh cam - bánh rán nhân đậu xanh,mon banh,"Khoai tây, Bột nếp, Bột gạo, Bột năng, Đậu xanh cà vỏ",1,1,1,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish3482,Mì quảng gà Đà Nẵng,mon nuoc,"Gà ta, Đầu cổ gà, Lòng gà, Rau cải con, Rau húng",0,0,0,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish1683,Bánh bao socola,mon banh,"Bột mì đa dụng, Bột tàn mì, Sữa tươi, Men nở instant, Bột ca cao",1,1,1,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish1617,Bánh cupcake,mon banh,"Bột mì đa dụng, Bột bắp, Bột Vani, Trứng gà, Sữa tươi không đường",1,1,1,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish2944,Meringue sữa chua,mon banh,"Trứng, Sữa chua không đường, Bột nước cốt dừa, Tinh bột ngô, Đường",1,1,1,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish0556,Canh rau cần cà chua,mon canh,"Rau cần nước, Cà chua, Hành tím, Nước mắm chay, Dầu ăn",0,0,0,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish5324,Ốc bươu xào lá lốt,mon xao,"Ốc bươu, Lá lốt, Lá tía tô, Rau bạc hà, Sả",0,0,0,
q118,bột mì nhưng không có tôm cua cá,negation,Flour,Seafood,,dish8020,Gỏi củ hủ dừa hải sản,mon goi - salad,"Củ hủ dừa, Bạch tuộc, Tôm, Nước cốt chanh, Đường/ muối",0,0,0,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish2301,Bánh Brownie không cần lò nướng,mon banh,"Bột mì đa dụng, Bột cacao, Socola, Đường, Bơ",1,0,0,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish9344,Cơm hộp trái cây,an vat,"Bột Crepe mix, Bột cacao, Súp mè đen, Trứng, Nước",1,0,1,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish8238,Salad dưa hấu bắp,mon goi - salad,"Dưa hấu, Bắp ngọt, Bơ thực vật, Ngò rí, Muối",0,0,0,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish6774,Da heo chiên giòn tẩm sa tế,mon chien,"Da heo, Sa tế, Tỏi băm, Dầu ăn, Nước mắm",0,0,0,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish6903,Nem cua bể,mon chien,"Thịt cua, Thịt nạc vai heo, Tôm, Cà rốt, Củ cải trắng",1,0,0,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish10123,Sinh tố trứng gà,sinh to,"Chuối, Trứng gà, Sữa tươi không đường, Bột quế, Đường",1,1,1,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish6136,Lườn cá hồi kho tiêu,mon kho,"Lườn cá hồi, Hành tím, Tương ớt, Nước mắm, Muối",0,0,0,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish2934,Soufflé chocolate,mon banh,"Sữa tươi, Socola đen, Bột cacao, Đường bột, Trứng gà",1,1,1,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish5259,Bao tử cá ngừ xào sa tế,mon xao,"Bao tử cá ngừ, Hành tây, Hành lá, Tỏi, Hành tím",0,0,0,
q101,thay mặn bằng gì trong món trứng,negation,Egg,SaltyUmami,,dish0097,Canh giò heo củ dền,mon canh,"Giò heo, Củ dền, Gừng, Hành lá, Muối",0,0,0,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish9519,Socola nhân dâu tây phúc bồn tử,ngay le tet,"Socola đen, Socola trắng, Dâu tây sấy khô, Mứt phúc bồn tử",1,1,0,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish8675,Đuôi bò hầm thuốc bắc,mon tu bo,"Đuôi bò, Củ sen, Hạt sen khô, Gia vị tiềm thuốc bắc, Nước dừa tươi",1,1,1,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish6795,Gà chiên bơ tỏi,mon chien,"Cánh gà, Bơ, Tỏi, Hành tím, Gừng đập dập",0,0,0,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish9201,Mứt mận đỏ miền Nam,an vat,"Mận đỏ, Đường, Muối",0,1,1,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish0479,Canh tôm nấu cần nước,mon canh,"Tôm sú, Cà chua bi, Rau cần nước, Lòng trắng trứng gà, Giò sống",0,0,0,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish2543,Bánh chiffon vải hoa hồng,mon banh,"Bột mì số 8, Nụ hoa hồng khô, Vải, Bột bắp, Trứng",1,1,0,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish2244,Bánh da lợn không đậu xanh,mon banh,"Lá dứa, Bột năng, Bột gạo, Nước cốt dừa, Nước dão dừa",0,0,0,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish6960,Bí đỏ chiên thịt,mon chien,"Bí đỏ, Thịt heo, Nấm hương khô, Mộc nhĩ, Hành tây",1,0,1,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish8290,Gỏi xoài khô cá chỉ vàng,mon goi - salad,"Khô cá chỉ vàng, Xoài xanh, Tỏi, Ớt, Chanh",1,0,0,
q111,mứt không dùng đồ biển,negation,DriedFruit,Seafood,,dish10216,Trà sữa dưa lưới pudding,tra sua,"Trà đen, Bột pudding dưa lưới, Sữa bột, Nước, Sữa đặc",0,0,0,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish2628,Bánh táo nướng bơ sữa,mon banh,"Táo, Bánh mì sandwich, Đường, Muối, Chanh",1,0,1,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish1823,Bánh sữa chua Đài Loan,mon banh,"Bánh mì sandwich, Lòng đỏ trứng gà, Sữa chua có đường, Sữa tươi không đường, Bơ lạt",1,0,1,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish4592,Mề gà xào hành tây,mon xao,"Gan và mề gà, Hành tây, Tỏi, Hành lá, Dầu ăn",0,0,0,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish5563,Bò kho sả nghệ,mon kho,"Nạm bò, Sả, Ớt sừng, Nghệ tươi, Bột nghệ",0,0,0,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish6941,Bánh nấm chiên,mon chien,"Thịt heo xay, Bột mì, Trứng gà, Nấm kim chi, Nấm đùi gà",0,0,1,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish5389,Nầm lợn xào sả ớt,mon xao,"Nầm sữa lợn, Sả, Ớt, Tỏi, Hành tím",0,0,0,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish1901,Bánh mì phô mai trứng muối chà bông,mon banh,"Bánh mì sandwich, Chà bông, Lòng đỏ trứng muối, Sữa tươi không đường, Rong biển giòn",1,0,1,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish6245,Cá rô kho tương hột,mon kho,"Cá rô đồng, Tương hột, Sả, Gừng, Riềng",0,0,0,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish2913,Bánh mì Kaya,mon banh,"Nước cốt dừa, Đường thốt nốt, Đường trắng, Muối, Lá dứa",1,0,1,
q145,món bánh mì bỏ rau củ,negation,Bread,Vegetable,,dish3763,Trứng confit,mon nuong,"Trứng, Dầu olive, Tỏi, Lá hương thảo khô, Muối ăn",1,0,0,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish5324,Ốc bươu xào lá lốt,mon xao,"Ốc bươu, Lá lốt, Lá tía tô, Rau bạc hà, Sả",0,0,0,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish0342,Cá chép nấu sấu,mon canh,"Cá chép, Quả sấu, Cà chua, Thơm, Dọc mùng",0,0,0,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish3709,Thịt xiên lá móc mật (mắc mật) nướng,mon nuong,"Thịt ba chỉ heo, Lá móc mật, Tỏi, Hành tím, Dầu hào",0,0,0,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish1088,Bánh crepe chuối vị kem bơ nutella,mon banh,"Bột mì đa dụng, Chuối, Trứng, Sữa tươi, Heavy cream",1,1,1,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish0970,Bánh crepe phô mai,mon banh,"Bột mì, Kem phô mai, Kem sữa tươi, Bơ lạt, Trứng gà",1,1,1,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish7352,Bánh bao khoai mỡ chiên,mon chien,"Khoai mỡ, Trứng cút, Sữa tươi có đường, Hành lá băm, Bột năng",1,1,1,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish0517,Canh sườn củ sen,mon canh,"Sườn heo, Củ sen, Hành lá, Hành tím, Nước mắm",0,0,0,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish4529,Đậu rồng xào trứng,mon xao,"Đậu rồng, Trứng vịt, Hành lá, Tỏi, Dầu ăn",0,0,0,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish9817,Sinh tố chanh leo sữa,thuc uong,"Chanh leo, Sữa tươi có đường, Sữa đặc, Nước đường, Đá viên",1,1,1,
q128,món sữa tươi bỏ nội tạng,negation,Milk,Offal,,dish7443,Đậu bắp chiên bột,mon chien,"Đậu bắp   lớn, Sữa đậu nành, Bơ thực vật, Bột mì, Bột bắp",1,0,0,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish1921,Bánh ít nếp xào nhân dừa đậu,mon banh,"Nếp, Lá dứa, Đậu xanh, Dừa nạo, Nước cốt dừa",0,0,0,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish5464,Thịt thỏ xào lăn,mon xao,"Thịt thỏ, Nước cốt dừa, Rượu trắng, Dừa tươi, Hành tây",0,0,0,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish1436,Bánh kẹp Thái Lan (Khanom Buang),mon banh,"Bột gạo, Bột đậu xanh, Bột cocoa, Foi Thong, Trứng",1,1,1,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish9929,Trà sữa milo,thuc uong,"Trà túi lọc, Bột milo, Sữa đặc, Nước nóng, Đá viên đông lạnh",0,0,0,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish2248,Bánh Flan caramen chanh leo,mon banh,"Chanh dây, Trứng gà, Sữa tươi, Sữa đặc, Đường",1,1,1,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish2038,Rice pudding - Bánh pudding gạo sữa cốt dừa xoài,mon banh,"Gạo Arborio, Xoài, Bơ lạt, Nước cốt dừa, Lòng đỏ trứng gà",0,1,1,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish2991,Bánh bao bằng nồi cơm điện,mon banh,"Bột bánh bao, Men nở, Sữa tươi không đường, Thịt heo xay, Nấm mèo",1,0,0,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish2996,Bánh cheesecake socola,mon banh,"Gelatin, Bánh oreo, Bơ lạt, Chocolate đen, Cream cheese",0,0,0,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish6760,Sụn gà chiên nước mắm,mon chien,"Sụn gà, Ớt, Gừng, Bột năng, Tiêu",1,0,0,
q122,trứng gà nhưng không có mắm,negation,Egg,SaltyUmami,,dish6905,Phô mai viên chiên giòn,mon chien,"Phô mai mozzarella, Bột mì, Trứng gà, Bột chiên xù",1,1,1,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish1871,Bánh mì caramel ngào bơ đường,mon banh,"Bánh mì sandwich, Bơ lạt, Sữa tươi không đường, Đường, Nước",1,1,1,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish9326,Kẹo cây gậy noel,an vat,"Đường, Siro bạc hà, Nước, Siro bắp, Dầu ăn",0,0,0,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish7261,Bánh sandwich cuộn tôm chiên,mon chien,"Bánh mì sandwich, Tôm tươi, Bơ, Trứng gà, Bột chiên xù",1,1,1,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish5730,Cá ngạnh kho riềng,mon kho,"Cá ngạnh, Thịt ba chỉ, Cà chua, Củ riềng, Gừng",0,0,0,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish7957,Salad bánh mì đen tôm cà chua,mon goi - salad,"Bánh mì đen, Rau xà lách, Tôm, Bắp cải, Cà chua bi",1,1,1,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish6976,Sandwich cuộn chà bông,mon chien,"Bánh mì sandwich, Trứng gà, Chà bông, Sốt Mayonnaise, Cà rốt",1,1,1,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish1123,Bánh mì sandwich bơ tỏi làm bằng chảo,mon banh,"Bánh mì sanwich, Bơ lạt, Tỏi băm, Sốt mayonnaise, Rau mùi tây cắt nhỏ",1,1,1,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish9891,Siro táo,thuc uong,"Táo, Đường nâu, Nước lọc, Muối",0,0,0,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish2005,Bánh mì than tổ ong,mon banh,"Bột mì số 13, Tinh than tre, Trứng gà, Phô mai mozzarella, Men bánh mì",0,1,1,
q149,món bánh mì bỏ thịt,negation,Bread,Meat,,dish0674,Canh bí đao nấu xương,mon canh,"Xương heo, Bí đao, Hành lá, Hành tím băm, Dầu ăn",0,0,0,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish8425,Ức gà cuộn phô mai,mon tu ga,"Ức gà, Măng tây, Trứng gà, Bột mì, Phô mai",0,0,0,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish0618,Cá dìa nấu canh chua,mon canh,"Cá dìa, Cà chua, Me xanh, Dứa, Hành ngò",1,0,0,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish4495,Cà tím xào thịt ba chỉ,mon xao,"Cà tím, Thịt ba chỉ, Tỏi, Nước tương, Dầu hào",1,1,1,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish10611,Bún giấm nuốc,mon cuon - tron,"Con nuốc tươi, Thịt ba chỉ, Tôm tươi, Dứa, Cà chua",1,1,1,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish9528,Bánh red velvet chết chóc,ngay le tet,"Đường, Bơ lạt, Trứng gà, Bột thực phẩm màu đỏ, Bột cacao",0,0,0,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish2720,Bánh cornet - bánh ốc kem vani,mon banh,"Bột bánh, Bơ lạt, Lòng đỏ trứng, Muối, Đường",0,0,0,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish4061,Vịt nướng mật ong bằng nồi chiên không dầu,mon nuong,"Vịt, Hành tím, Tỏi, Gừng, Rượu trắng",1,1,0,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish8003,Gỏi cóc tôm khô,mon goi - salad,"Cóc, Tôm khô, Hành/tỏi băm, Rau răm, Đường",0,1,0,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish3111,Mì cay sữa tươi,mon nuoc,"Mì cay Hàn Quốc, Nấm thủy tiên, Hành tây, Bông cải xanh, Xúc xích",0,0,0,
q110,gợi ý món thịt heo không chứa ớt,negation,Meat,Spicy,,dish6084,Thịt trâu sốt vang,mon kho,"Thịt trâu, Cà chua, Cà rốt, Khoai tây, Hành lá",1,1,0,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish4643,Nấm bào ngư xào sả ớt,mon xao,"Nấm bào ngư, Sả, Ớt, Tỏi, Nghệ",0,1,1,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish6082,Cá nhồng kho tiêu,mon kho,"Cá nhồng, Tỏi, Ớt, Nước màu kho cá, Dầu ăn",0,0,0,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish7615,Cá lóc hấp bắp cải,mon hap,"Cá lóc, Bắp cải, Hành tím, Tỏi, Ớt",1,1,1,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish7410,Snack cánh hoa sen chiên giòn,mon chien,"Hoa sen, Bột chiên giòn, Trứng gà",1,0,1,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish9783,Trà tắc thảo mộc,thuc uong,"Trà lipton, Tắc, Kỷ tử, Táo tàu, Cam thảo",0,0,1,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish4785,Mực khô xào sả ớt,mon xao,"Mực khô, Sả, Hành tím, Gừng, Tỏi",1,0,0,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish5141,Tôm xào sa tế,mon xao,"Tôm sú, Sa tế tôm, Ớt chuông, Hành tây, Tỏi",1,0,1,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish9375,Thịt đông má đào (thạch bì),ngay le tet,"Thịt má đào, Sụn vai, Bì lợn, Mộc nhĩ khô, Nấm hương khô",0,0,0,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish10315,Sữa chua thanh long đỏ,mon trang mieng,"Thanh long đỏ, Sữa chua không đường, Sữa tươi có đường, Sữa đặc, Nước",0,1,1,
q114,món rau củ cho người kiêng đạm thực vật,negation,Vegetable,PlantProtein,,dish1073,Bánh gạo rong biển bằng cơm nguội,mon banh,"Cơm, Mật ong, Xì dầu, Rong biển, Dầu ăn",1,0,0,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish8214,Nộm dưa leo,mon goi - salad,"Dưa leo, Cà rốt, Ớt sừng, Lạc rang chín, Chanh",1,1,0,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish9469,"Xếp trái cây, rau củ tạo hình cây thông Noel",ngay le tet,"Súp lơ xanh, Táo Mỹ, Cà rốt, Cà chua bi, Dâu",1,1,0,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish3952,Chả tôm Thanh Hóa,mon nuong,"Thịt ba chỉ, Tôm tươi, Gấc, Bánh phở, Đu đủ xanh",1,0,1,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish7989,Gỏi (nộm) đu đủ tai heo,mon goi - salad,"Tai heo, Đu đủ xanh, Cà rốt, Đậu phộng, Chanh",1,1,1,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish4603,Thịt bò xào măng tây,mon xao,"Thịt bò, Măng tây, Tỏi băm, Nước mắm, Dầu ăn",0,1,1,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish1677,Cheesecake bơ,mon banh,"Bánh quy nguyên cám, Bơ, Bơ lạt chảy, Mật ong, Cream cheese",0,0,0,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish0212,Canh ngó môn tôm thịt,mon canh,"Ngó môn, Thịt xay, Tôm khô, Hành lá, Rau ngổ",0,1,1,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish3867,Ức gà nướng,mon nuong,"Ức gà nạc, Măng tây, Khoai tây, Lá rosemary, Dầu ăn",1,0,1,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish3683,Kem 3 màu bằng máy xay sinh tố,mon kem,"Nước, Đường, Sữa chua để mềm, Tinh dầu hạnh nhân, Quả mâm xôi",0,0,0,
q144,món củ không chay,negation,RootVeg,PlantProtein,,dish9950,Trà đá đường,thuc uong,"Trà xanh khô, Siro đường, Nước nóng, Nước sôi để nguội, Đá viên",0,0,0,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish1740,Bánh pizza ma quái,mon banh,"Phô mai mozzarella, Bánh mì tròn nhỏ, Sốt cà chua, Ô liu đen",1,0,1,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish1393,Bánh mì bơ tỏi bằng lò vi sóng,mon banh,"Bánh mì  Baguette, Tỏi, Ngò rí, Bơ thực vật, Đường",1,1,1,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish7957,Salad bánh mì đen tôm cà chua,mon goi - salad,"Bánh mì đen, Rau xà lách, Tôm, Bắp cải, Cà chua bi",1,1,1,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish6088,Đầu cá hồi nấu dưa chua,mon kho,"Đầu cá hồi  làm sạch, Cải chua, Cà chua, Hành tỏi băm, Dầu ăn",0,0,0,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish2497,Pizza khoai lang nồi đất,mon banh,"Khoai lang, Muối, Sữa tươi, Bánh mì sandwich, Sốt cà chua",1,0,1,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish1437,Bánh sandwich gà rau củ,mon banh,"Bánh sandwich, Ức gà, Ớt chuông, Cà rốt, Bắp cải",1,1,1,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish9120,Sốt phô mai tan chảy và món ăn kèm,an vat,"Ức gà, Khoai tây, Cà rốt, Măng tây, Bơ lạt",0,0,0,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish9580,Nước ép nghệ với mật ong,thuc uong,"Nghệ tươi, Mật ong, Chanh vàng, Nước khoáng có ga",0,0,0,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish5056,Lươn xào sả ớt trà khô,mon xao,"Lươn, Sả, Ớt bột, Lá trà khô, Hành tím",0,0,0,
q107,gợi ý món bánh mì không chứa giò,negation,Bread,CuredMeat,,dish7798,Bò nhúng nước dừa lá khổ qua rừng (công thức được chia sẻ từ người dùng),mon lau,"Thịt bò, Lá khổ qua rừng, Hành tây, Dừa, Tỏi băm",0,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish5680,Cá đổng kho tiêu,mon kho,"Cá đổng, Tỏi, Dầu ăn, Muối, Đường",1,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish3645,Kem cà phê cốt dừa,mon kem,"Nước cốt dừa, Bột cà phê, Mật ong, Bột gelatin, Nước",0,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish5314,Bí nụ xào tỏi,mon xao,"Bí nụ, Dầu ăn, Tỏi, Đường, Nước mắm",1,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish3443,Bún cá mòi hộp chả cá,mon nuoc,"Bún tươi, Cá mòi, Chả cá miếng, Cà chua, Dứa",1,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish10505,Custard trứng cho bé ăn dặm,mon trang mieng,"Bột bắp hữu cơ, Trứng gà, Sữa",0,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish1518,Bánh tart trái cây thập cẩm hình chiếc giỏ,mon banh,"Bread Flour, Cake flour, Bột bắp, Whipped cream, Bơ lạt",0,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish2202,Bánh yến mạch socola,mon banh,"Socola, Yến mạch ăn liền, Nước cốt dừa, Bơ lạt",0,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish9015,Mứt xoài sệt,an vat,"Xoài chín, Đường, Muối, Nước cốt chanh",0,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish4844,Giá xào thịt băm,mon xao,"Giá đỗ, Thịt băm, Hành tím, Hành lá, Dầu ăn",1,0,0,
q006,thực đơn sả,single_class,Aromatic,,,dish5056,Lươn xào sả ớt trà khô,mon xao,"Lươn, Sả, Ớt bột, Lá trà khô, Hành tím",1,1,1,
q025,thực đơn phô mai mozzarella,single_class,Cheese,,,dish4198,Cà tím đút lò chay bằng nồi chiên không dầu,mon nuong,"Cà tím, Nấm mèo khô, Cà chua, Hành lá, Hành tây",1,0,0,
q025,thực đơn phô mai mozzarella,single_class,Cheese,,,dish9238,Bánh tráng lắc muối tỏi,an vat,"Bánh tráng, Chanh, Tỏi, Muối tôm Tây Ninh, Ớt bột",0,0,0,
q025,thực đơn phô mai mozzarella,single_class,Cheese,,,dish2266,Bánh bông lan bơ chanh dây,mon banh,"Bột mì số 8, Nước cốt chanh leo, Bơ lạt, Đường, Trứng gà",0,0,0,
q025,thực đơn phô mai mozzarella,single_class,Cheese,,,dish0750,Canh gà nấm hương,mon canh,"Thịt gà, Nấm hương tươi, Cà rốt, Hành lá, Gừng",0,0,0,
q025,thực đơn phô mai mozzarella,single_class,Cheese,,,dish2219,Cheesecake lựu,mon banh,"Lựu to, Nước hương đào, Gelatin, Bánh quy nghiền nát, Bơ lạt đun chảy",1,1,0,
q025,thực đơn phô mai mozzarella,single_class,Cheese,,,dish2436,Bánh phô mai nướng cho Giáng Sinh,mon banh,"Phô mai kem, Heavy Cream, Mứt cherry, Bánh quy Lotus, Kem chua",1,1,1,
q025,thực đơn phô mai mozzarella,single_class,Cheese,,,dish0234,Canh súp,mon canh,"Sườn heo, Củ dền, Cà rốt, Khoai tây, Củ cải trắng",0,0,0,
